Mode,control_type,control_hour,control_hour_label,case_hour,case_hour_label,MH_numerator,MH_denominator,strata_count,min_cluster_or,max_cluster_or,MH_OR,A,B,C,D,collapsed_paired_rows,collapsed_pooled_OR,abs_pct_diff_vs_collapsed
Cyclists,Daylight,14,14:00-14:59,5,05:00-05:59,19833.27237354415,19592.196542696234,3,0.3598933940764522,2.2465180916164518,1.0123046862215035,53051,58383,152100,164146,13542,0.9806369591681451,3.2293018081045526
Cyclists,Daylight,14,14:00-14:59,6,06:00-06:59,35510.448974550614,22902.30174055136,3,0.7116445263632412,2.6958765438337084,1.550518780899407,192960,64350,209795,106451,13542,1.5215048856384359,1.9069209395799358
Cyclists,Daylight,14,14:00-14:59,17,17:00-17:59,20214.89831399785,26023.724600182755,3,0.5581389101617855,0.9202334801608119,0.7767872825497129,483330,81538,279234,37012,13542,0.7857021717788477,1.1346397591025295
Cyclists,Daylight,14,14:00-14:59,18,18:00-18:59,33589.89333691095,43680.906433123906,3,0.5296578681783618,0.8731463330288283,0.7689834318877469,253845,139233,222462,93784,13542,0.7685981721759823,0.0501249841219252
Cyclists,Daylight,14,14:00-14:59,19,19:00-19:59,33318.56799392233,41827.70079201374,3,0.5735033973221645,0.9532147333106731,0.7965670443995363,136791,147848,170200,146046,13542,0.7939116618865604,0.33446825893273535
Cyclists,Daylight,14,14:00-14:59,20,20:00-20:59,27055.479078801447,31983.046750810063,3,0.5147827358783762,1.0092336719106902,0.8459318866523041,72715,148139,116911,199335,13542,0.8369177619373721,1.07706218279623
Pedestrians,Dark,0,00:00-00:59,5,05:00-05:59,40322.56051545589,12561.64888198002,3,2.358875671748119,5.432631676294774,3.2099735388478603,124994,84927,65715,134441,13542,3.0109989577354725,6.608258053401439
Pedestrians,Dark,0,00:00-00:59,6,06:00-06:59,57993.09251544604,13892.235635053492,3,3.8680173333148775,4.3677735027175695,4.174496750480691,462758,110987,103125,97031,13542,3.923090877790467,6.4083621950613345
Pedestrians,Dark,0,00:00-00:59,17,17:00-17:59,33736.71525658617,17679.297410935054,3,1.391812489645849,3.348339345983321,1.9082610848391701,2156486,295902,158596,41560,13542,1.9097743308136745,0.07923689988333268
Pedestrians,Dark,0,00:00-00:59,18,18:00-18:59,52191.52018105368,32637.770377795663,3,1.3380137255789908,2.3550909312568256,1.599114142201342,1249607,564360,115934,84222,13542,1.6085403312847852,0.5860088740152587
Pedestrians,Dark,0,00:00-00:59,19,19:00-19:59,54819.93049237996,32625.93777174364,3,1.4943674710350783,2.051656400948081,1.680256085691955,678415,622258,78485,121671,13542,1.6901504596311743,0.5854137945433787
Pedestrians,Dark,0,00:00-00:59,20,20:00-20:59,45139.1980375366,26424.760666585746,3,1.521466331455035,2.834002700237002,1.708215964832357,342378,587022,50919,149237,13542,1.7094173876608658,0.07028259085119545
Pedestrians,Dark,1,01:00-01:59,5,05:00-05:59,34042.71364907631,10897.919606454368,3,2.3535938013331306,5.912569200362431,3.1237809488805683,124994,84927,48419,97033,13542,2.94949066746274,5.909165380331889
Pedestrians,Dark,1,01:00-01:59,6,06:00-06:59,44487.4302064113,11177.965489814293,3,3.3562509335446324,4.088344362473282,3.979921949745384,462758,110987,76211,69241,13542,3.7881528492219645,5.062337982555441
Pedestrians,Dark,1,01:00-01:59,17,17:00-17:59,25850.167610929762,12986.676113846659,3,1.0184767958674645,3.7828783969338526,1.9905145384635254,2156486,295902,114172,31280,13542,1.996668093462676,0.30819118206465795
Pedestrians,Dark,1,01:00-01:59,18,18:00-18:59,39067.03159243576,24297.696084780124,3,1.0797707254482802,2.5137016788576183,1.6078492156672588,1249607,564360,84144,61308,13542,1.613285460549455,0.3369673263121587
Pedestrians,Dark,1,01:00-01:59,19,19:00-19:59,41181.69393633128,24806.68219997332,3,1.410098684422722,2.094138137527602,1.6601048703068768,678415,622258,57554,87898,13542,1.6650544258911353,0.29726088873097783
Pedestrians,Dark,1,01:00-01:59,20,20:00-20:59,34420.753172119155,20356.700680658138,3,1.4536875384966312,3.1288926058780353,1.6908807430087747,342378,587022,37390,108062,13542,1.685656225844585,0.30993965934969253
Pedestrians,Dark,2,02:00-02:59,5,05:00-05:59,30076.34987098336,9521.065809797163,3,2.2609981882070547,5.985922853387597,3.1589267915817447,124994,84927,37495,77927,13542,3.0588486055639796,3.2717600287809283
Pedestrians,Dark,2,02:00-02:59,6,06:00-06:59,37757.82946573026,9166.745326828992,3,2.6482258556792417,4.292217670142934,4.119000596124177,462758,110987,58855,56567,13542,4.007389959010322,2.7851204463620354
Pedestrians,Dark,2,02:00-02:59,17,17:00-17:59,21454.179527153563,10302.60246495095,3,0.6848353906530045,3.9479383323374777,2.0824038974752987,2156486,295902,89681,25741,13542,2.091817128348857,0.45000257173477554
Pedestrians,Dark,2,02:00-02:59,18,18:00-18:59,32216.93253323796,19134.362472158555,3,0.8444599195460272,2.53193782007975,1.6837212413068117,1249607,564360,65591,49831,13542,1.6821804251584493,0.09159636655605412
Pedestrians,Dark,2,02:00-02:59,19,19:00-19:59,33836.49758192559,19554.373815398685,3,1.5440441733630992,2.011328817549038,1.7303800112115726,678415,622258,44682,70740,13542,1.7260660250913982,0.24993169771393794
Pedestrians,Dark,2,02:00-02:59,20,20:00-20:59,28145.35424819956,16392.904543769106,3,1.612678370026386,3.10019536141765,1.7169229634108258,342378,587022,29523,85899,13542,1.6969892625679253,1.174650970551011
Pedestrians,Dark,23,23:00-23:59,5,05:00-05:59,48887.30656148296,15516.826064120285,3,2.3978605603228376,3.816161598735768,3.1505996367725886,124994,84927,108567,216620,13542,2.9365952871454444,7.287498912905016
Pedestrians,Dark,23,23:00-23:59,6,06:00-06:59,80836.6254068345,18953.838944018695,3,3.808716321006837,4.627659164531142,4.26492098226576,462758,110987,167101,158086,13542,3.944538368685628,8.122182715309425
Pedestrians,Dark,23,23:00-23:59,17,17:00-17:59,47899.17063468395,28066.179264656414,3,1.3320889761906174,2.8566420195448665,1.7066509189942503,2156486,295902,263561,61626,13542,1.704047024924829,0.15280646785766747
Pedestrians,Dark,23,23:00-23:59,18,18:00-18:59,78425.36713650712,50524.86557751556,3,1.3364795664090707,2.220010150651915,1.5522132763754888,1249607,564360,190676,134511,13542,1.5619926761453555,0.626084867055849
Pedestrians,Dark,23,23:00-23:59,19,19:00-19:59,80708.59484912507,50039.32886576389,3,1.4768924796764031,1.9721079492387152,1.6129032238948353,678415,622258,130570,194617,13542,1.6250335155928712,0.7464640933027373
Pedestrians,Dark,23,23:00-23:59,20,20:00-20:59,65233.25955938743,39747.12484920474,3,1.5033278119862128,1.9511011236842821,1.6412070006792447,342378,587022,84995,240192,13542,1.6482255159330341,0.4258225094771884
Pedestrians,Daylight,9,09:00-09:59,5,05:00-05:59,63669.54046583505,30697.941124352616,3,1.4176903681310384,3.269239501094298,2.0740654953997892,124994,84927,660830,948897,13542,2.1133562190308925,1.859162372972815
Pedestrians,Daylight,9,09:00-09:59,6,06:00-06:59,134639.2192091407,47827.46512451909,3,1.9127083736925228,3.768921108987144,2.8151025537022476,462758,110987,966987,642740,13542,2.7713827907437687,1.5775432792792088
Pedestrians,Daylight,9,09:00-09:59,17,17:00-17:59,115616.27139299826,101351.37939712529,3,0.9603204215268855,1.255897355876132,1.1407468954120366,2156486,295902,1391974,217753,13542,1.1400706520729262,0.059315915016384384
Pedestrians,Daylight,9,09:00-09:59,18,18:00-18:59,201084.8119404749,174028.3225732365,3,1.0379456316622866,1.1781595851098272,1.155471758660732,1249607,564360,1057807,551920,13542,1.155279108587462,0.01667563031633115
Pedestrians,Daylight,9,09:00-09:59,19,19:00-19:59,198514.3600136493,160845.12897981348,3,1.0711715288413153,1.3311275145050097,1.2341956593448546,678415,622258,754708,855019,13542,1.2351558652383476,0.07773965379727221
Pedestrians,Daylight,9,09:00-09:59,20,20:00-20:59,149020.1228353117,115838.55228233074,3,1.1082547435147343,1.3661210780242785,1.2864466958470608,342378,587022,502968,1106759,13542,1.2834063392579598,0.23689742648917736
Pedestrians,Daylight,10,10:00-10:59,5,05:00-05:59,61414.689278595935,33011.36473556458,3,1.3248039800233269,2.745006287298806,1.8604104910703785,124994,84927,799794,1013554,13542,1.8651429945985163,0.2537340859035053
Pedestrians,Daylight,10,10:00-10:59,6,06:00-06:59,128222.19431488769,51441.34842319938,3,1.7746240142506589,3.1767015453358365,2.4925900709293938,462758,110987,1143428,669920,13542,2.4428451798232294,2.036350543908153
Pedestrians,Daylight,10,10:00-10:59,17,17:00-17:59,114184.60323045129,109668.95223628756,3,0.9828569602264092,1.1823007361566031,1.0411752907462313,2156486,295902,1586391,226957,13542,1.0426344903502347,0.13995313002865084
Pedestrians,Daylight,10,10:00-10:59,18,18:00-18:59,198867.08225271752,191137.03109891387,3,1.013625520618854,1.0938635712374976,1.0404424569606467,1249607,564360,1235004,578344,13542,1.0368957507498107,0.34205041425537247
Pedestrians,Daylight,10,10:00-10:59,19,19:00-19:59,196474.81926971307,180452.90349793577,3,1.059123668997278,1.1114828015784104,1.0887872428827974,678415,622258,909285,904063,13542,1.0839858714207598,0.4429367198065564
Pedestrians,Daylight,10,10:00-10:59,20,20:00-20:59,150546.88771022522,128680.30178753736,3,1.1061266706974113,1.1807049771357165,1.1699295511351173,342378,587022,605719,1207629,13542,1.162823526347885,0.6111008786991463
Pedestrians,Daylight,11,11:00-11:59,5,05:00-05:59,59722.309872277,35533.22861457498,3,1.3073960058813432,2.172390934831438,1.6807453811776476,124994,84927,1143377,1280244,13542,1.6479600550520035,1.9894490782793595
Pedestrians,Daylight,11,11:00-11:59,6,06:00-06:59,124310.77030965715,56878.086147370734,3,1.7618872169751514,3.4386861693661293,2.1855652805821846,462758,110987,1605006,818615,13542,2.1265953548058927,2.7729735063619776
Pedestrians,Daylight,11,11:00-11:59,17,17:00-17:59,121440.32544090904,129995.79120148209,3,0.7966109965596985,1.157371837204649,0.9341865941850936,2156486,295902,2147300,276321,13542,0.9378209069650096,0.3875273789403365
Pedestrians,Daylight,11,11:00-11:59,18,18:00-18:59,210129.4075327912,226941.44901246525,3,0.8139808967052418,1.1375503193249021,0.9259190352717341,1249607,564360,1708909,714712,13542,0.9260391795325107,0.01297399326421672
Pedestrians,Daylight,11,11:00-11:59,19,19:00-19:59,205718.28080178774,214675.78573191134,3,0.885287379356299,1.1281414421210345,0.9582742650756627,678415,622258,1289359,1134262,13542,0.9591012997034846,0.08623016443388619
Pedestrians,Daylight,11,11:00-11:59,20,20:00-20:59,158514.51970111078,151502.788401867,3,0.9701564015463924,1.1699010461755324,1.0462812029613926,342378,587022,867128,1556493,13542,1.0469246724640717,0.061462827231365175
Pedestrians,Daylight,12,12:00-12:59,5,05:00-05:59,65876.46184304713,32703.602865733636,3,1.4701149847089938,2.8321314834997287,2.0143487588662756,124994,84927,1200852,1658247,13542,2.0323716012185273,0.8867887320136705
Pedestrians,Daylight,12,12:00-12:59,6,06:00-06:59,149023.4882028173,53954.905248032606,3,2.027366946140347,4.008375258345467,2.7620007396500705,462758,110987,1729663,1129436,13542,2.722588175932467,1.447613857505467
Pedestrians,Daylight,12,12:00-12:59,17,17:00-17:59,156703.16912076747,137306.79542869,3,1.0461800956822398,1.3001464223544974,1.141263028035279,2156486,295902,2471694,387405,13542,1.1422712884482484,0.08826803432477333
Pedestrians,Daylight,12,12:00-12:59,18,18:00-18:59,258251.8189691074,227055.05758670715,3,1.0646205163140603,1.3088943883346456,1.137397341922176,1249607,564360,1887221,971878,13542,1.1402661062125452,0.25158726324840625
Pedestrians,Daylight,12,12:00-12:59,19,19:00-19:59,240585.37915678005,204366.36050074705,3,1.1536944156160578,1.2958274559816925,1.1772259317398786,678415,622258,1371036,1488063,13542,1.1833069432971937,0.5138997613223529
Pedestrians,Daylight,12,12:00-12:59,20,20:00-20:59,175671.67169488402,140123.67676795262,3,1.2118866285616756,1.3387828876389962,1.2536901382183918,342378,587022,906090,1953009,13542,1.2571421278874315,0.2745902465969069
Pedestrians,Daylight,13,13:00-13:59,5,05:00-05:59,70009.38452782307,30088.228199472727,3,1.5479363321982655,3.723998656069438,2.326803162475636,124994,84927,986700,1637235,13542,2.4421327922200944,4.722496258674553
Pedestrians,Daylight,13,13:00-13:59,6,06:00-06:59,165275.06276915738,49553.77952602465,3,2.1592174891465246,4.541337327516399,3.3352665397067423,462758,110987,1453358,1170577,13542,3.3582204662404207,0.6835145805473493
Pedestrians,Daylight,13,13:00-13:59,17,17:00-17:59,174019.51236254926,128546.695535836,3,1.339973281666461,1.3888073157597216,1.353745513544034,2156486,295902,2212376,411559,13542,1.355725944483427,0.14607900272556607
Pedestrians,Daylight,13,13:00-13:59,18,18:00-18:59,280216.0795924557,205239.16664674878,3,1.302813295074499,1.4223411391034695,1.3653148381505293,1249607,564360,1621644,1002291,13542,1.368533823986134,0.23521419633083643
Pedestrians,Daylight,13,13:00-13:59,19,19:00-19:59,254260.64221807587,179991.4126735653,3,1.238956730399735,1.508628990331323,1.412626516128332,678415,622258,1140412,1483523,13542,1.4182652377650702,0.3975787805124366
Pedestrians,Daylight,13,13:00-13:59,20,20:00-20:59,180651.7724635229,121779.90183188819,3,1.3595185521456845,1.5603529286099718,1.4834284618894196,342378,587022,740165,1883770,13542,1.484399516856877,0.06541735943930228
Pedestrians,Daylight,14,14:00-14:59,5,05:00-05:59,65218.1664270276,33937.884077786286,3,1.2689156959095478,3.0791079773526886,1.9216921796758273,124994,84927,1084444,1477465,13542,2.0051804170797776,4.1636272074478695
Pedestrians,Daylight,14,14:00-14:59,6,06:00-06:59,144110.4904708733,55367.72156940336,3,1.6233853559498967,3.8783637554313586,2.602788888291699,462758,110987,1568054,993855,13542,2.642675480587659,1.5093261578637052
Pedestrians,Daylight,14,14:00-14:59,17,17:00-17:59,149257.80741673746,129400.520955768,3,1.0813594587707778,1.2272498703384944,1.1534560009055679,2156486,295902,2211598,350311,13542,1.154373447247108,0.0794756968577291
Pedestrians,Daylight,14,14:00-14:59,18,18:00-18:59,246696.30121226425,216448.75930945243,3,1.0379479432297596,1.286709962458054,1.1397445843501806,1249607,564360,1694810,867099,13542,1.1328303924537946,0.6103466099112443
Pedestrians,Daylight,14,14:00-14:59,19,19:00-19:59,232773.52459488838,196497.6642237863,3,1.029176817275903,1.2927670624842076,1.1846121709100228,678415,622258,1233737,1328172,13542,1.1736988629609617,0.9298218046773449
Pedestrians,Daylight,14,14:00-14:59,20,20:00-20:59,170451.96357345808,135894.4588010699,3,1.1141936861663273,1.3300977636040248,1.2542966437135983,342378,587022,820716,1741193,13542,1.2373868185144596,1.3665755078464201
