Cluster,Mode,control_type,control_hour,control_hour_label,case_hour,case_hour_label,A,B,C,D,R_odds,paired_rows
East,Cyclists,Daylight,9,09:00-09:59,18,18:00-18:59,107860,62206,67629,41442,1.0625169833185355,8418
East,Cyclists,Daylight,9,09:00-09:59,19,19:00-19:59,57552,68757,48326,60745,1.0521391670234495,8418
East,Cyclists,Daylight,9,09:00-09:59,20,20:00-20:59,33184,69745,32330,76741,1.1293730124699521,8418
East,Cyclists,Daylight,10,10:00-10:59,5,05:00-05:59,33255,44570,43034,48679,0.8440035058347393,8418
East,Cyclists,Daylight,10,10:00-10:59,6,06:00-06:59,103596,44105,58994,32719,1.3027087746395005,8418
East,Cyclists,Daylight,10,10:00-10:59,17,17:00-17:59,196573,40088,79121,12592,0.7803913076246717,8418
East,Cyclists,Daylight,10,10:00-10:59,18,18:00-18:59,107860,62206,63106,28607,0.7860131336035087,8418
East,Cyclists,Daylight,10,10:00-10:59,19,19:00-19:59,57552,68757,48754,42959,0.7375431120279031,8418
East,Cyclists,Daylight,10,10:00-10:59,20,20:00-20:59,33184,69745,32890,58823,0.8509400266936903,8418
East,Cyclists,Daylight,11,11:00-11:59,5,05:00-05:59,33255,44570,51414,51492,0.7472616343832814,8418
East,Cyclists,Daylight,11,11:00-11:59,6,06:00-06:59,103596,44105,70193,32713,1.0946662538296132,8418
East,Cyclists,Daylight,11,11:00-11:59,17,17:00-17:59,196573,40088,90207,12699,0.6903014082378373,8418
East,Cyclists,Daylight,11,11:00-11:59,18,18:00-18:59,107860,62206,73663,29243,0.6883362828420945,8418
East,Cyclists,Daylight,11,11:00-11:59,19,19:00-19:59,57552,68757,57822,45084,0.6526387150205956,8418
East,Cyclists,Daylight,11,11:00-11:59,20,20:00-20:59,33184,69745,39517,63389,0.7632127021170457,8418
East,Cyclists,Daylight,12,12:00-12:59,5,05:00-05:59,33255,44570,54125,58617,0.8080532778964142,8418
East,Cyclists,Daylight,12,12:00-12:59,6,06:00-06:59,103596,44105,74060,38682,1.2268186611731018,8418
East,Cyclists,Daylight,12,12:00-12:59,17,17:00-17:59,196573,40088,97944,14798,0.7408574670602027,8418
East,Cyclists,Daylight,12,12:00-12:59,18,18:00-18:59,107860,62206,78861,33881,0.7449413474264356,8418
East,Cyclists,Daylight,12,12:00-12:59,19,19:00-19:59,57552,68757,61243,51499,0.7038592795787874,8418
East,Cyclists,Daylight,12,12:00-12:59,20,20:00-20:59,33184,69745,41244,71498,0.8248002263312372,8418
East,Cyclists,Daylight,13,13:00-13:59,5,05:00-05:59,33255,44570,58435,63741,0.8138795613097253,8418
East,Cyclists,Daylight,13,13:00-13:59,6,06:00-06:59,103596,44105,79608,42568,1.255977019512147,8418
East,Cyclists,Daylight,13,13:00-13:59,17,17:00-17:59,196573,40088,105833,16343,0.7572166408940494,8418
East,Cyclists,Daylight,13,13:00-13:59,18,18:00-18:59,107860,62206,84141,38035,0.7837975313585198,8418
East,Cyclists,Daylight,13,13:00-13:59,19,19:00-19:59,57552,68757,65568,56608,0.722652277374408,8418
East,Cyclists,Daylight,13,13:00-13:59,20,20:00-20:59,33184,69745,44873,77303,0.8196470859154946,8418
East,Cyclists,Daylight,14,14:00-14:59,5,05:00-05:59,33255,44570,70888,72502,0.7631177960097112,8418
East,Cyclists,Daylight,14,14:00-14:59,6,06:00-06:59,103596,44105,97205,46185,1.116008503889351,8418
East,Cyclists,Daylight,14,14:00-14:59,17,17:00-17:59,196573,40088,125846,17544,0.6835946867973728,8418
East,Cyclists,Daylight,14,14:00-14:59,18,18:00-18:59,107860,62206,101966,41424,0.7044088281455098,8418
East,Cyclists,Daylight,14,14:00-14:59,19,19:00-19:59,57552,68757,79228,64162,0.6778642047069763,8418
East,Cyclists,Daylight,14,14:00-14:59,20,20:00-20:59,33184,69745,54882,88508,0.7673053985943525,8418
Outlier,Pedestrians,Dark,23,23:00-23:59,5,05:00-05:59,9323,5527,9752,21497,3.7183510013408334,2928
Outlier,Pedestrians,Dark,23,23:00-23:59,6,06:00-06:59,37262,6255,17587,13662,4.627659164531142,2928
Outlier,Pedestrians,Dark,23,23:00-23:59,17,17:00-17:59,253692,35885,25865,5384,1.4715885164988953,2928
Outlier,Pedestrians,Dark,23,23:00-23:59,18,18:00-18:59,157273,64553,19449,11800,1.4781634921998548,2928
Outlier,Pedestrians,Dark,23,23:00-23:59,19,19:00-19:59,88492,72015,13487,17762,1.618294484127057,2928
Outlier,Pedestrians,Dark,23,23:00-23:59,20,20:00-20:59,44261,70162,7635,23614,1.9511011236842821,2928
Outlier,Pedestrians,Dark,0,00:00-00:59,5,05:00-05:59,9323,5527,4038,13005,5.432631676294774,2928
Outlier,Pedestrians,Dark,0,00:00-00:59,6,06:00-06:59,37262,6255,9854,7189,4.346050547424442,2928
Outlier,Pedestrians,Dark,0,00:00-00:59,17,17:00-17:59,253692,35885,14236,2807,1.393953398400855,2928
Outlier,Pedestrians,Dark,0,00:00-00:59,18,18:00-18:59,157273,64553,10948,6095,1.356365273170839,2928
Outlier,Pedestrians,Dark,0,00:00-00:59,19,19:00-19:59,88492,72015,6384,10659,2.051656400948081,2928
Outlier,Pedestrians,Dark,0,00:00-00:59,20,20:00-20:59,44261,70162,3103,13940,2.834002700237002,2928
Outlier,Pedestrians,Dark,1,01:00-01:59,5,05:00-05:59,9323,5527,2704,9478,5.912569200362431,2928
Outlier,Pedestrians,Dark,1,01:00-01:59,6,06:00-06:59,37262,6255,7792,4390,3.3562509335446324,2928
Outlier,Pedestrians,Dark,1,01:00-01:59,17,17:00-17:59,253692,35885,10648,1534,1.0184767958674645,2928
Outlier,Pedestrians,Dark,1,01:00-01:59,18,18:00-18:59,157273,64553,8441,3741,1.0797707254482802,2928
Outlier,Pedestrians,Dark,1,01:00-01:59,19,19:00-19:59,88492,72015,4733,7449,1.933937859713117,2928
Outlier,Pedestrians,Dark,1,01:00-01:59,20,20:00-20:59,44261,70162,2044,10138,3.1288926058780353,2928
Outlier,Pedestrians,Dark,2,02:00-02:59,5,05:00-05:59,9323,5527,2096,7438,5.985922853387597,2928
Outlier,Pedestrians,Dark,2,02:00-02:59,6,06:00-06:59,37262,6255,6600,2934,2.6482258556792417,2928
Outlier,Pedestrians,Dark,2,02:00-02:59,17,17:00-17:59,253692,35885,8692,842,0.6848353906530045,2928
Outlier,Pedestrians,Dark,2,02:00-02:59,18,18:00-18:59,157273,64553,7080,2454,0.8444599195460272,2928
Outlier,Pedestrians,Dark,2,02:00-02:59,19,19:00-19:59,88492,72015,3928,5606,1.7537297120577569,2928
Outlier,Pedestrians,Dark,2,02:00-02:59,20,20:00-20:59,44261,70162,1612,7922,3.10019536141765,2928
Outlier,Pedestrians,Daylight,9,09:00-09:59,5,05:00-05:59,9323,5527,103133,112699,1.8432686262534328,2928
Outlier,Pedestrians,Daylight,9,09:00-09:59,6,06:00-06:59,37262,6255,141983,73849,3.098468733376584,2928
Outlier,Pedestrians,Daylight,9,09:00-09:59,17,17:00-17:59,253692,35885,190020,25812,0.9603204215268855,2928
Outlier,Pedestrians,Daylight,9,09:00-09:59,18,18:00-18:59,157273,64553,151352,64480,1.0379456316622866,2928
Outlier,Pedestrians,Daylight,9,09:00-09:59,19,19:00-19:59,88492,72015,115312,100520,1.0711715288413153,2928
Outlier,Pedestrians,Daylight,9,09:00-09:59,20,20:00-20:59,44261,70162,78291,137541,1.1082547435147343,2928
Outlier,Pedestrians,Daylight,10,10:00-10:59,5,05:00-05:59,9323,5527,139164,152200,1.844819875236444,2928
Outlier,Pedestrians,Daylight,10,10:00-10:59,6,06:00-06:59,37262,6255,191674,99690,3.098326897920731,2928
Outlier,Pedestrians,Daylight,10,10:00-10:59,17,17:00-17:59,253692,35885,255049,36315,1.0065984217083668,2928
Outlier,Pedestrians,Daylight,10,10:00-10:59,18,18:00-18:59,157273,64553,203935,87429,1.0444832617642161,2928
Outlier,Pedestrians,Daylight,10,10:00-10:59,19,19:00-19:59,88492,72015,156486,134878,1.059123668997278,2928
Outlier,Pedestrians,Daylight,10,10:00-10:59,20,20:00-20:59,44261,70162,105819,185545,1.1061266706974113,2928
Outlier,Pedestrians,Daylight,11,11:00-11:59,5,05:00-05:59,9323,5527,174912,204978,1.976759639635395,2928
Outlier,Pedestrians,Daylight,11,11:00-11:59,6,06:00-06:59,37262,6255,240858,139032,3.4386861693661293,2928
Outlier,Pedestrians,Daylight,11,11:00-11:59,17,17:00-17:59,253692,35885,327546,52344,1.1297658131647808,2928
Outlier,Pedestrians,Daylight,11,11:00-11:59,18,18:00-18:59,157273,64553,258973,120917,1.1375503193249021,2928
Outlier,Pedestrians,Daylight,11,11:00-11:59,19,19:00-19:59,88492,72015,198057,181833,1.1281414421210345,2928
Outlier,Pedestrians,Daylight,11,11:00-11:59,20,20:00-20:59,44261,70162,133084,246806,1.1699010461755324,2928
Outlier,Pedestrians,Daylight,12,12:00-12:59,5,05:00-05:59,9323,5527,182073,245353,2.273065990523609,2928
Outlier,Pedestrians,Daylight,12,12:00-12:59,6,06:00-06:59,37262,6255,255505,171921,4.008375258345467,2928
Outlier,Pedestrians,Daylight,12,12:00-12:59,17,17:00-17:59,253692,35885,361902,65524,1.279980166280866,2928
Outlier,Pedestrians,Daylight,12,12:00-12:59,18,18:00-18:59,157273,64553,278048,149378,1.3088943883346456,2928
Outlier,Pedestrians,Daylight,12,12:00-12:59,19,19:00-19:59,88492,72015,208039,219387,1.2958274559816925,2928
Outlier,Pedestrians,Daylight,12,12:00-12:59,20,20:00-20:59,44261,70162,136898,290528,1.3387828876389962,2928
Outlier,Pedestrians,Daylight,13,13:00-13:59,5,05:00-05:59,9323,5527,169815,251779,2.500976865803406,2928
Outlier,Pedestrians,Daylight,13,13:00-13:59,6,06:00-06:59,37262,6255,242217,179377,4.411649317222669,2928
Outlier,Pedestrians,Daylight,13,13:00-13:59,17,17:00-17:59,253692,35885,354162,67432,1.3460397988721213,2928
Outlier,Pedestrians,Daylight,13,13:00-13:59,18,18:00-18:59,157273,64553,266191,155403,1.4223411391034695,2928
Outlier,Pedestrians,Daylight,13,13:00-13:59,19,19:00-19:59,88492,72015,195585,226009,1.419944058964016,2928
Outlier,Pedestrians,Daylight,13,13:00-13:59,20,20:00-20:59,44261,70162,127735,293859,1.4512704268846324,2928
Outlier,Pedestrians,Daylight,14,14:00-14:59,5,05:00-05:59,9323,5527,186111,249908,2.2650319678787296,2928
Outlier,Pedestrians,Daylight,14,14:00-14:59,6,06:00-06:59,37262,6255,264087,171932,3.8783637554313586,2928
Outlier,Pedestrians,Daylight,14,14:00-14:59,17,17:00-17:59,253692,35885,371524,64495,1.2272498703384944,2928
Outlier,Pedestrians,Daylight,14,14:00-14:59,18,18:00-18:59,157273,64553,285328,150691,1.286709962458054,2928
Outlier,Pedestrians,Daylight,14,14:00-14:59,19,19:00-19:59,88492,72015,212479,223540,1.2927670624842076,2928
Outlier,Pedestrians,Daylight,14,14:00-14:59,20,20:00-20:59,44261,70162,142639,293380,1.2975122904068777,2928
Outlier,Cars,Dark,23,23:00-23:59,5,05:00-05:59,16553,29984,16965,33354,1.0853784794861394,2928
Outlier,Cars,Dark,23,23:00-23:59,6,06:00-06:59,63377,24427,26193,24126,2.3898003797842042,2928
Outlier,Cars,Dark,23,23:00-23:59,17,17:00-17:59,203771,40317,38437,11882,1.5624072027785911,2928
Outlier,Cars,Dark,23,23:00-23:59,18,18:00-18:59,127196,76229,29300,21019,1.1970096767432987,2928
Outlier,Cars,Dark,23,23:00-23:59,19,19:00-19:59,66725,90731,20095,30224,1.1061061702731945,2928
Outlier,Cars,Dark,23,23:00-23:59,20,20:00-20:59,34627,83247,12562,37757,1.2502157511411265,2928
Outlier,Cars,Dark,0,00:00-00:59,5,05:00-05:59,16553,29984,11943,26022,1.2028580695603794,2928
Outlier,Cars,Dark,0,00:00-00:59,6,06:00-06:59,63377,24427,18758,19207,2.656651272411497,2928
Outlier,Cars,Dark,0,00:00-00:59,17,17:00-17:59,203771,40317,28339,9626,1.7167833955740692,2928
Outlier,Cars,Dark,0,00:00-00:59,18,18:00-18:59,127196,76229,20941,17024,1.3564925886466588,2928
Outlier,Cars,Dark,0,00:00-00:59,19,19:00-19:59,66725,90731,14291,23674,1.2182653972515116,2928
Outlier,Cars,Dark,0,00:00-00:59,20,20:00-20:59,34627,83247,8467,29498,1.4491364715589974,2928
Outlier,Cars,Dark,1,01:00-01:59,5,05:00-05:59,16553,29984,9721,17880,1.0154153332622446,2928
Outlier,Cars,Dark,1,01:00-01:59,6,06:00-06:59,63377,24427,14769,12832,2.254264156707466,2928
Outlier,Cars,Dark,1,01:00-01:59,17,17:00-17:59,203771,40317,20630,6971,1.7078511749788967,2928
Outlier,Cars,Dark,1,01:00-01:59,18,18:00-18:59,127196,76229,16417,11184,1.136728088908863,2928
Outlier,Cars,Dark,1,01:00-01:59,19,19:00-19:59,66725,90731,11063,16538,1.0993676674070367,2928
Outlier,Cars,Dark,1,01:00-01:59,20,20:00-20:59,34627,83247,6982,20619,1.2283836561695003,2928
Outlier,Cars,Dark,2,02:00-02:59,5,05:00-05:59,16553,29984,8218,16238,1.0908211401397983,2928
Outlier,Cars,Dark,2,02:00-02:59,6,06:00-06:59,63377,24427,12574,11882,2.4517582045212536,2928
Outlier,Cars,Dark,2,02:00-02:59,17,17:00-17:59,203771,40317,17581,6875,1.976438461442565,2928
Outlier,Cars,Dark,2,02:00-02:59,18,18:00-18:59,127196,76229,13794,10662,1.2897385708024924,2928
Outlier,Cars,Dark,2,02:00-02:59,19,19:00-19:59,66725,90731,9141,15315,1.2321289934056134,2928
Outlier,Cars,Dark,2,02:00-02:59,20,20:00-20:59,34627,83247,5236,19220,1.5268628230089734,2928
Outlier,Cars,Daylight,9,09:00-09:59,5,05:00-05:59,16553,29984,70080,94904,0.7476142489084155,2928
Outlier,Cars,Daylight,9,09:00-09:59,6,06:00-06:59,63377,24427,98631,66353,1.7454550624221195,2928
Outlier,Cars,Daylight,9,09:00-09:59,17,17:00-17:59,203771,40317,140921,24063,0.863034630589632,2928
Outlier,Cars,Daylight,9,09:00-09:59,18,18:00-18:59,127196,76229,108202,56782,0.8756461217370874,2928
Outlier,Cars,Daylight,9,09:00-09:59,19,19:00-19:59,66725,90731,78976,86008,0.8008968768561558,2928
Outlier,Cars,Daylight,9,09:00-09:59,20,20:00-20:59,34627,83247,52913,112071,0.8810024924373674,2928
Outlier,Cars,Daylight,10,10:00-10:59,5,05:00-05:59,16553,29984,76588,99861,0.7198173791259552,2928
Outlier,Cars,Daylight,10,10:00-10:59,6,06:00-06:59,63377,24427,107301,69148,1.6720043352445184,2928
Outlier,Cars,Daylight,10,10:00-10:59,17,17:00-17:59,203771,40317,151456,24993,0.8340384538091938,2928
Outlier,Cars,Daylight,10,10:00-10:59,18,18:00-18:59,127196,76229,117041,59408,0.8469546165448592,2928
Outlier,Cars,Daylight,10,10:00-10:59,19,19:00-19:59,66725,90731,86512,89937,0.7645307003724744,2928
Outlier,Cars,Daylight,10,10:00-10:59,20,20:00-20:59,34627,83247,57682,118767,0.8564494831832559,2928
Outlier,Cars,Daylight,11,11:00-11:59,5,05:00-05:59,16553,29984,85520,109886,0.7093520340564721,2928
Outlier,Cars,Daylight,11,11:00-11:59,6,06:00-06:59,63377,24427,119229,76177,1.6576907309722817,2928
Outlier,Cars,Daylight,11,11:00-11:59,17,17:00-17:59,203771,40317,167371,28035,0.8465926966151064,2928
Outlier,Cars,Daylight,11,11:00-11:59,18,18:00-18:59,127196,76229,129928,65478,0.840902964834873,2928
Outlier,Cars,Daylight,11,11:00-11:59,19,19:00-19:59,66725,90731,96443,98963,0.7546316671207632,2928
Outlier,Cars,Daylight,11,11:00-11:59,20,20:00-20:59,34627,83247,64200,131206,0.8500900693866583,2928
Outlier,Cars,Daylight,12,12:00-12:59,5,05:00-05:59,16553,29984,85967,120068,0.7710501944362717,2928
Outlier,Cars,Daylight,12,12:00-12:59,6,06:00-06:59,63377,24427,120312,85723,1.8486298456806212,2928
Outlier,Cars,Daylight,12,12:00-12:59,17,17:00-17:59,203771,40317,173711,32324,0.9404851570102575,2928
Outlier,Cars,Daylight,12,12:00-12:59,18,18:00-18:59,127196,76229,132638,73397,0.9233440944816487,2928
Outlier,Cars,Daylight,12,12:00-12:59,19,19:00-19:59,66725,90731,97379,108656,0.8205806801439283,2928
Outlier,Cars,Daylight,12,12:00-12:59,20,20:00-20:59,34627,83247,64515,141520,0.9124380623962398,2928
Outlier,Cars,Daylight,13,13:00-13:59,5,05:00-05:59,16553,29984,93360,127222,0.7522955994982711,2928
Outlier,Cars,Daylight,13,13:00-13:59,6,06:00-06:59,63377,24427,131772,88810,1.748639473006368,2928
Outlier,Cars,Daylight,13,13:00-13:59,17,17:00-17:59,203771,40317,187434,33148,0.8938468721788951,2928
Outlier,Cars,Daylight,13,13:00-13:59,18,18:00-18:59,127196,76229,143563,77019,0.8951763129193184,2928
Outlier,Cars,Daylight,13,13:00-13:59,19,19:00-19:59,66725,90731,105832,114750,0.7973859437739623,2928
Outlier,Cars,Daylight,13,13:00-13:59,20,20:00-20:59,34627,83247,70202,150380,0.891018806717065,2928
Outlier,Cars,Daylight,14,14:00-14:59,5,05:00-05:59,16553,29984,105867,142361,0.7423651388133129,2928
Outlier,Cars,Daylight,14,14:00-14:59,6,06:00-06:59,63377,24427,150556,97672,1.6831916118079608,2928
Outlier,Cars,Daylight,14,14:00-14:59,17,17:00-17:59,203771,40317,212287,35941,0.8556988037388177,2928
Outlier,Cars,Daylight,14,14:00-14:59,18,18:00-18:59,127196,76229,163955,84273,0.8576636825062757,2928
Outlier,Cars,Daylight,14,14:00-14:59,19,19:00-19:59,66725,90731,119903,128325,0.7870713580827648,2928
Outlier,Cars,Daylight,14,14:00-14:59,20,20:00-20:59,34627,83247,80456,167772,0.8673758377206765,2928
Outlier,Cyclists,Dark,23,23:00-23:59,5,05:00-05:59,2510,7336,6962,10625,0.5221668759871251,2928
Outlier,Cyclists,Dark,23,23:00-23:59,6,06:00-06:59,9163,6390,10376,7211,0.9965574975596698,2928
Outlier,Cyclists,Dark,23,23:00-23:59,17,17:00-17:59,31035,6713,13334,4253,1.4745857560392397,2928
Outlier,Cyclists,Dark,23,23:00-23:59,18,18:00-18:59,17892,13850,10646,6941,0.842257134931811,2928
Outlier,Cyclists,Dark,23,23:00-23:59,19,19:00-19:59,11227,16312,7664,9923,0.8911360339890898,2928
Outlier,Cyclists,Dark,23,23:00-23:59,20,20:00-20:59,6235,20390,5364,12223,0.6968002127784901,2928
Outlier,Cyclists,Dark,0,00:00-00:59,5,05:00-05:59,2510,7336,5303,8451,0.5452565274980682,2928
Outlier,Cyclists,Dark,0,00:00-00:59,6,06:00-06:59,9163,6390,8192,5562,0.9735939563160313,2928
Outlier,Cyclists,Dark,0,00:00-00:59,17,17:00-17:59,31035,6713,10588,3166,1.3823947647718344,2928
Outlier,Cyclists,Dark,0,00:00-00:59,18,18:00-18:59,17892,13850,8195,5559,0.8763081125014958,2928
Outlier,Cyclists,Dark,0,00:00-00:59,19,19:00-19:59,11227,16312,5977,7777,0.8955407511530739,2928
Outlier,Cyclists,Dark,0,00:00-00:59,20,20:00-20:59,6235,20390,4062,9692,0.7296132602821797,2928
Outlier,Cyclists,Dark,1,01:00-01:59,5,05:00-05:59,2510,7336,4805,8382,0.5968547621129062,2928
Outlier,Cyclists,Dark,1,01:00-01:59,6,06:00-06:59,9163,6390,7688,5499,1.0256688675235643,2928
Outlier,Cyclists,Dark,1,01:00-01:59,17,17:00-17:59,31035,6713,10007,3180,1.4691235574991688,2928
Outlier,Cyclists,Dark,1,01:00-01:59,18,18:00-18:59,17892,13850,7693,5494,0.9225757580735031,2928
Outlier,Cyclists,Dark,1,01:00-01:59,19,19:00-19:59,11227,16312,5300,7887,1.0242181817760854,2928
Outlier,Cyclists,Dark,1,01:00-01:59,20,20:00-20:59,6235,20390,3782,9405,0.760425211807061,2928
Outlier,Cyclists,Dark,2,02:00-02:59,5,05:00-05:59,2510,7336,4775,8317,0.5959471187061042,2928
Outlier,Cyclists,Dark,2,02:00-02:59,6,06:00-06:59,9163,6390,7141,5951,1.1949995606056092,2928
Outlier,Cyclists,Dark,2,02:00-02:59,17,17:00-17:59,31035,6713,9483,3609,1.7594471821662938,2928
Outlier,Cyclists,Dark,2,02:00-02:59,18,18:00-18:59,17892,13850,7284,5808,1.0300677415709814,2928
Outlier,Cyclists,Dark,2,02:00-02:59,19,19:00-19:59,11227,16312,5168,7924,1.0553061564962678,2928
Outlier,Cyclists,Dark,2,02:00-02:59,20,20:00-20:59,6235,20390,3790,9302,0.7505097822021686,2928
Outlier,Cyclists,Daylight,9,09:00-09:59,5,05:00-05:59,2510,7336,7779,12681,0.5577558446300486,2928
Outlier,Cyclists,Daylight,9,09:00-09:59,6,06:00-06:59,9163,6390,11257,9203,1.1723130090641938,2928
Outlier,Cyclists,Daylight,9,09:00-09:59,17,17:00-17:59,31035,6713,17383,3077,0.8183477046459545,2928
Outlier,Cyclists,Daylight,9,09:00-09:59,18,18:00-18:59,17892,13850,12772,7688,0.777613122568462,2928
Outlier,Cyclists,Daylight,9,09:00-09:59,19,19:00-19:59,11227,16312,8965,11495,0.8825009703421348,2928
Outlier,Cyclists,Daylight,9,09:00-09:59,20,20:00-20:59,6235,20390,5962,14498,0.743593107829077,2928
Outlier,Cyclists,Daylight,10,10:00-10:59,5,05:00-05:59,2510,7336,8357,10026,0.41047971199100053,2928
Outlier,Cyclists,Daylight,10,10:00-10:59,6,06:00-06:59,9163,6390,11518,6865,0.8546736128604411,2928
Outlier,Cyclists,Daylight,10,10:00-10:59,17,17:00-17:59,31035,6713,16143,2240,0.641503269430576,2928
Outlier,Cyclists,Daylight,10,10:00-10:59,18,18:00-18:59,17892,13850,12564,5819,0.5983145242208724,2928
Outlier,Cyclists,Daylight,10,10:00-10:59,19,19:00-19:59,11227,16312,9375,9008,0.661322975314718,2928
Outlier,Cyclists,Daylight,10,10:00-10:59,20,20:00-20:59,6235,20390,6379,12004,0.5754301544709859,2928
Outlier,Cyclists,Daylight,11,11:00-11:59,5,05:00-05:59,2510,7336,8975,10505,0.4004755424465524,2928
Outlier,Cyclists,Daylight,11,11:00-11:59,6,06:00-06:59,9163,6390,12383,7097,0.8218371342305556,2928
Outlier,Cyclists,Daylight,11,11:00-11:59,17,17:00-17:59,31035,6713,17112,2368,0.6397584473743576,2928
Outlier,Cyclists,Daylight,11,11:00-11:59,18,18:00-18:59,17892,13850,13417,6063,0.5837693168508837,2928
Outlier,Cyclists,Daylight,11,11:00-11:59,19,19:00-19:59,11227,16312,10119,9361,0.636709249921058,2928
Outlier,Cyclists,Daylight,11,11:00-11:59,20,20:00-20:59,6235,20390,6877,12603,0.5603948609216652,2928
Outlier,Cyclists,Daylight,12,12:00-12:59,5,05:00-05:59,2510,7336,9029,11020,0.41759600985227613,2928
Outlier,Cyclists,Daylight,12,12:00-12:59,6,06:00-06:59,9163,6390,12346,7703,0.8946856128219554,2928
Outlier,Cyclists,Daylight,12,12:00-12:59,17,17:00-17:59,31035,6713,17444,2605,0.6903935926668598,2928
Outlier,Cyclists,Daylight,12,12:00-12:59,18,18:00-18:59,17892,13850,13413,6636,0.6391305379958024,2928
Outlier,Cyclists,Daylight,12,12:00-12:59,19,19:00-19:59,11227,16312,10172,9877,0.6683057721559179,2928
Outlier,Cyclists,Daylight,12,12:00-12:59,20,20:00-20:59,6235,20390,6967,13082,0.574179346013844,2928
Outlier,Cyclists,Daylight,13,13:00-13:59,5,05:00-05:59,2510,7336,9080,11263,0.424407093856241,2928
Outlier,Cyclists,Daylight,13,13:00-13:59,6,06:00-06:59,9163,6390,12477,7866,0.9040253220855949,2928
Outlier,Cyclists,Daylight,13,13:00-13:59,17,17:00-17:59,31035,6713,17668,2675,0.6999572211303557,2928
Outlier,Cyclists,Daylight,13,13:00-13:59,18,18:00-18:59,17892,13850,13549,6794,0.6477798220285454,2928
Outlier,Cyclists,Daylight,13,13:00-13:59,19,19:00-19:59,11227,16312,10237,10106,0.6794587573191386,2928
Outlier,Cyclists,Daylight,13,13:00-13:59,20,20:00-20:59,6235,20390,6913,13430,0.5940577798459014,2928
Outlier,Cyclists,Daylight,14,14:00-14:59,5,05:00-05:59,2510,7336,11858,12473,0.3598933940764522,2928
Outlier,Cyclists,Daylight,14,14:00-14:59,6,06:00-06:59,9163,6390,16261,8070,0.7116445263632412,2928
Outlier,Cyclists,Daylight,14,14:00-14:59,17,17:00-17:59,31035,6713,21710,2621,0.5581389101617855,2928
Outlier,Cyclists,Daylight,14,14:00-14:59,18,18:00-18:59,17892,13850,17256,7075,0.5296578681783618,2928
Outlier,Cyclists,Daylight,14,14:00-14:59,19,19:00-19:59,11227,16312,13272,11059,0.5735033973221645,2928
Outlier,Cyclists,Daylight,14,14:00-14:59,20,20:00-20:59,6235,20390,9067,15264,0.5147827358783762,2928
