model,outcome,n_rows,n_sensors,dispersion,dark_coef,dark_percent_change,dark_p_value
Model 1,cyc,70836,37,1.0914339363371608,-0.04046921599995423,-3.966127287619736,0.4461672016379572
Model 2,cyc,70836,37,1.0618072141794137,-0.22896808438082772,-20.464608268724604,0.0014682994045051865
Model 3,cyc,70836,37,1.0909602213844285,-0.04026410285110468,-3.9464274573134395,0.44750819218776683
Model 4,cyc,70836,37,1.0877169303747038,-0.04216920792397302,-4.1292454066366275,0.3555192117948561
Model 1,ped,70836,37,0.9230074311493238,-0.4048969518596958,-33.29544548801325,1.477731364100166e-09
Model 2,ped,70836,37,0.9199240337015303,-0.39452912632145376,-32.60026678563144,0.022961141509612926
Model 3,ped,70836,37,0.9220990329908877,-0.40513055311869384,-33.311025936051166,7.91392823812042e-10
Model 4,ped,70836,37,0.8780778381727474,-0.42014240071354286,-34.304673745944655,2.005391959409678e-09
